,Mana,DBFLD,Name,Rarity,Card Set,Class,N,G,W1,W2,Type,Tribe,ATK,HP,Card Text,Keywords,Format,Tier List,,#Rarity,#Collection,#Class,(N) P-Total,(N) U-Total,(N) Gold,Missing,Use W1?,Use W2?,1-W1,1-W2,W-Total,(G) P-Total,(G) U-Total,(G) Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38957,Midnight Drake,Rare,ToG,Neutral,2,0,20%,20%,Minion,Dragon,1,4,Battlecry: Gain +1 Attack for each other card in your hand.,Battlecry,Wild,FALSE,,2,7,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38718,Mire Keeper,Rare,ToG,Druid,2,0,75%,65%,Minion,,3,3,Choose One - Summon a 2/2 Slime; or Gain an empty Mana Crystal.,Choose One,Wild,FALSE,,2,7,1,2,1,0,0,FALSE,FALSE,25%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38433,Shadow Word: Horror,Rare,ToG,Priest,2,0,40%,15%,Spell,,,,Destroy all minions with 2 or less Attack.,,Wild,FALSE,,2,7,5,2,1,0,0,FALSE,FALSE,60%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,39034,Shifting Shade,Rare,ToG,Priest,2,0,55%,5%,Minion,,4,3,Deathrattle: Copy a card from your opponent's deck  and add it to your hand.,Deathrattle,Wild,FALSE,,2,7,5,2,1,0,0,FALSE,FALSE,45%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38528,Corrupted Healbot,Rare,ToG,Neutral,2,0,35%,35%,Minion,Mech,6,6,Deathrattle: Restore 8 Health to the enemy hero.,Deathrattle,Wild,FALSE,,2,7,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38414,Servant of Yogg-Saron,Rare,ToG,Mage,2,0,15%,15%,Minion,,5,4,Battlecry: Cast a random spell that costs (5) or less (targets chosen randomly).,Battlecry,Wild,FALSE,,2,7,3,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38429,Twilight Darkmender,Rare,ToG,Priest,2,0,27%,27%,Minion,,6,5,"Battlecry: If your C'Thun  has at least 10 Attack, restore 10 Health to your hero.",Battlecry; C'Thun,Wild,FALSE,,2,7,5,2,1,0,0,FALSE,FALSE,73%,73%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38545,Corrupted Seer,Rare,ToG,Neutral,2,0,25%,5%,Minion,Murloc,2,3,Battlecry: Deal 2 damage to all non-Murloc minions.,Battlecry,Wild,FALSE,,2,7,10,2,1,0,0,FALSE,FALSE,75%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,39118,Skeram Cultist,Rare,ToG,Neutral,2,0,28%,28%,Minion,,7,6,Battlecry: Give your C'Thun +2/+2 (wherever it is).,Battlecry; C'Thun,Wild,FALSE,,2,7,10,2,1,0,0,FALSE,FALSE,72%,72%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38267,Thing from Below,Rare,ToG,Shaman,2,0,70%,70%,Minion,,5,5,Taunt Costs (1) less for each Totem you've summoned this game.,Taunt,Wild,FALSE,,2,7,7,2,1,0,0,FALSE,FALSE,30%,30%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38395,Thistle Tea,Rare,ToG,Rogue,2,0,25%,5%,Spell,,,,Draw a card. Add 2 extra copies of it to your hand.,,Wild,FALSE,,2,7,6,2,1,0,0,FALSE,FALSE,75%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,38897,Ancient Shieldbearer,Rare,ToG,Warrior,2,0,40%,40%,Minion,,6,6,"Battlecry: If your C'Thun has at least 10 Attack, gain 10 Armor.",Battlecry; C'Thun,Wild,FALSE,,2,7,9,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,38795,Doomcaller,Rare,ToG,Neutral,2,0,35%,25%,Minion,,7,9,"Battlecry: Give your C'Thun +2/+2 (wherever it is). If it's dead, shuffle it into your deck.",Battlecry; C'Thun,Wild,FALSE,,2,7,10,2,1,0,0,FALSE,FALSE,65%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,38413,Forbidden Flame,Epic,ToG,Mage,2,0,40%,30%,Spell,,,,Spend all your Mana. Deal that much damage to a minion.,,Wild,FALSE,,3,7,3,2,1,0,0,FALSE,FALSE,60%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,38666,Forbidden Healing,Epic,ToG,Paladin,2,0,45%,35%,Spell,,,,Spend all your Mana. Restore twice that much Health.,,Wild,FALSE,,3,7,4,2,1,0,0,FALSE,FALSE,55%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,38434,Forbidden Shaping,Epic,ToG,Priest,2,0,40%,40%,Spell,,,,Spend all your Mana. Summon a random minion that costs that much.,,Wild,FALSE,,3,7,5,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38340,Forbidden Ancient,Epic,ToG,Druid,2,0,25%,25%,Minion,,1,1,Battlecry: Spend all your Mana. Gain +1/+1 for each mana spent.,Battlecry,Wild,FALSE,,3,7,1,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38227,Vilefin Inquisitor,Epic,ToG,Paladin,2,0,95%,95%,Minion,Murloc,1,3,Battlecry: Your Hero Power becomes 'Summon a   1/1 Murloc.',Battlecry,Wild,FALSE,,3,7,4,2,1,0,0,FALSE,FALSE,5%,5%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38439,Embrace the Shadow,Epic,ToG,Priest,2,0,55%,40%,Spell,,,,"This turn, your healing effects deal damage instead.",,Wild,FALSE,,3,7,5,2,1,0,0,FALSE,FALSE,45%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38265,Eternal Sentinel,Epic,ToG,Shaman,2,0,30%,30%,Minion,,3,2,Battlecry: Unlock your Overloaded Mana Crystals.,Battlecry,Wild,FALSE,,3,7,7,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38461,Renounce Darkness,Epic,ToG,Warlock,2,0,5%,5%,Spell,,,,Replace your Hero Power and Warlock cards with another class's. The cards cost (1) less.,,Wild,FALSE,,3,7,8,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38848,Blood Warriors,Epic,ToG,Warrior,2,0,15%,15%,Spell,,,,Add a copy of each damaged friendly minion to your hand.,,Wild,FALSE,,3,7,9,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,39041,Cyclopian Horror,Epic,ToG,Neutral,2,0,25%,10%,Minion,,3,3,Taunt. Battlecry: Gain      +1 Health for each enemy minion.,Battlecry; Taunt,Wild,FALSE,,3,7,10,2,1,0,0,FALSE,FALSE,75%,90%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38569,Faceless Shambler,Epic,ToG,Neutral,1,1,40%,35%,Minion,,1,1,Taunt Battlecry: Copy a friendly minion's Attack and Health.,Battlecry; Taunt,Wild,FALSE,,3,7,10,2,1,0,0,FALSE,FALSE,60%,65%,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38833,Twilight Summoner,Epic,ToG,Neutral,2,0,35%,35%,Minion,,1,1,Deathrattle: Summon a 5/5 Faceless Destroyer.,Deathrattle,Wild,FALSE,,3,7,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38418,Cabalist's Tome,Epic,ToG,Mage,1,0,90%,40%,Spell,,,,Add 3 random Mage spells to your hand.,,Wild,TRUE,,3,7,3,1,1,0,1,FALSE,TRUE,10%,60%,1.6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38958,Crazed Worshipper,Epic,ToG,Neutral,2,0,35%,35%,Minion,,3,6,"Taunt. Whenever this minion takes damage, give your C'Thun +1/+1 (wherever it is).",C'Thun; Taunt,Wild,FALSE,,3,7,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38436,Darkspeaker,Epic,ToG,Neutral,2,0,10%,10%,Minion,,3,6,Battlecry: Swap stats with a friendly minion.,Battlecry,Wild,FALSE,,3,7,10,2,1,0,0,FALSE,FALSE,90%,90%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38270,Hammer of Twilight,Epic,ToG,Shaman,2,0,55%,45%,Weapon,,4,,Deathrattle: Summon a 4/2 Elemental.,Deathrattle,Wild,FALSE,,3,7,7,2,1,0,0,FALSE,FALSE,45%,55%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38876,Shadowcaster,Epic,ToG,Rogue,2,0,40%,40%,Minion,,4,4,Battlecry: Choose a friendly minion. Add a 1/1 copy to your hand that costs (1).,Battlecry,Wild,FALSE,,3,7,6,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38279,Tentacles for Arms,Epic,ToG,Warrior,2,0,5%,5%,Weapon,,2,,Deathrattle: Return this to your hand.,Deathrattle,Wild,FALSE,,3,7,9,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38669,Validated Doomsayer,Epic,ToG,Neutral,1,0,10%,10%,Minion,,0,7,"At the start of your turn, set this minion's Attack to 7.",,Wild,FALSE,,3,7,10,1,1,0,1,FALSE,TRUE,90%,90%,1.9,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38873,Ancient Harbinger,Epic,ToG,Neutral,1,0,15%,0%,Minion,,4,6,"At the start of your turn, put a 10-Cost minion from your deck into your hand.",,Wild,FALSE,,3,7,10,1,1,0,1,FALSE,TRUE,85%,100%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38832,Scaled Nightmare,Epic,ToG,Neutral,2,0,25%,25%,Minion,Dragon,2,8,"At the start of your turn, double this minion's Attack.",,Wild,FALSE,,3,7,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,38655,Wisps of the Old Gods,Epic,ToG,Druid,2,0,35%,35%,Spell,,,,Choose One - Summon seven 1/1 Wisps; or Give your minions +2/+2.,Choose One,Wild,FALSE,,3,7,1,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,38909,Giant Sand Worm,Epic,ToG,Hunter,0,0,25%,25%,Minion,Beast,8,8,"Whenever this attacks and kills a minion, it may attack again.",,Wild,FALSE,,3,7,2,0,0,0,2,TRUE,TRUE,75%,75%,1.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,38861,Blade of C'Thun,Epic,ToG,Rogue,1,0,25%,5%,Minion,,4,4,Battlecry: Destroy a minion. Add its Attack and Health to your C'Thun's (wherever it is).,Battlecry; C'Thun,Wild,FALSE,,3,7,6,1,1,0,1,FALSE,TRUE,75%,95%,1.95,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,38567,Blood of The Ancient One,Epic,ToG,Neutral,1,0,25%,25%,Minion,,9,9,"If you control two of these at the end of your turn, merge them into 'The Ancient One'.",,Wild,FALSE,,3,7,10,1,1,0,1,FALSE,TRUE,75%,75%,1.75,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,38727,Call of the Wild,Epic,ToG,Hunter,1,0,35%,35%,Spell,,,,Summon all three Animal Companions.,,Wild,FALSE,,3,7,2,1,1,0,1,FALSE,TRUE,65%,65%,1.65,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,38770,DOOM!,Epic,ToG,Warlock,2,0,40%,40%,Spell,,,,Destroy all minions. Draw a card for each.,,Wild,FALSE,,3,7,8,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38475,Shifter Zerus,Legendary,ToG,Neutral,0,0,20%,,Minion,,1,1,"Each turn this is in your hand, transform it into a random minion.",,Wild,FALSE,,4,7,10,0,0,0,1,TRUE,FALSE,80%,100%,0.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,39046,"Nat, the Darkfisher",Legendary,ToG,Neutral,1,0,10%,,Minion,,2,4,"At the start of your opponent's turn, they have a 50% chance to draw an extra card.",,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,90%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38318,Fandral Staghelm,Legendary,ToG,Druid,1,0,100%,,Minion,,3,5,Your Choose One cards and powers have both effects combined.,,Wild,FALSE,,4,7,1,1,1,0,0,FALSE,FALSE,0%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38403,"Xaril, Poisoned Mind",Legendary,ToG,Rogue,1,0,45%,,Minion,,3,2,Battlecry and Deathrattle: Add a random Toxin card to your hand.,Battlecry; Deathrattle,Wild,FALSE,,4,7,6,1,1,0,0,FALSE,FALSE,55%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38722,Hallazeal the Ascended,Legendary,ToG,Shaman,1,0,55%,,Minion,Elemental,4,6,"Whenever your spells deal damage, restore that much Health to your hero.",,Wild,FALSE,,4,7,7,1,1,0,0,FALSE,FALSE,45%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38910,Princess Huhuran,Legendary,ToG,Hunter,0,0,15%,,Minion,Beast,6,5,Battlecry: Trigger a friendly minion's Deathrattle.,Battlecry,Wild,FALSE,,4,7,2,0,0,0,1,TRUE,FALSE,85%,100%,0.85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38922,Herald Volazj,Legendary,ToG,Priest,1,0,15%,,Minion,,5,5,Battlecry: Summon a 1/1 copy of each of your other minions.,Battlecry,Wild,FALSE,,4,7,5,1,1,0,0,FALSE,FALSE,85%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38468,"Mukla, Tyrant of the Vale",Legendary,ToG,Neutral,1,0,35%,,Minion,Beast,5,5,Battlecry: Add 2 Bananas to your hand.,Battlecry,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,65%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,38464,Cho'gall,Legendary,ToG,Warlock,1,0,25%,,Minion,,7,7,Battlecry: The next spell you cast this turn costs Health instead of Mana.,Battlecry,Wild,FALSE,,4,7,8,1,1,0,0,FALSE,FALSE,75%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,38944,"Hogger, Doom of Elwynn",Legendary,ToG,Neutral,1,0,25%,,Minion,,6,6,"Whenever this minion takes damage, summon a 2/2 Gnoll with Taunt.",,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,75%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,38739,Malkorok,Legendary,ToG,Warrior,1,0,35%,,Minion,,6,5,Battlecry: Equip a random weapon.,Battlecry,Wild,FALSE,,4,7,9,1,1,0,0,FALSE,FALSE,65%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,38488,Twin Emperor Vek'lor,Legendary,ToG,Neutral,1,0,35%,,Minion,,4,6,"Taunt Battlecry: If your C'Thun has at least 10 Attack, summon another Emperor.",Battlecry; C'Thun; Taunt,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,65%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,38463,Anomalus,Legendary,ToG,Mage,0,0,5%,,Minion,Elemental,8,6,Deathrattle: Deal 8 damage to all minions.,Deathrattle,Wild,FALSE,,4,7,3,0,0,0,1,TRUE,FALSE,95%,100%,0.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,38758,"Ragnaros, Lightlord",Legendary,ToG,Paladin,1,0,70%,,Minion,Elemental,8,8,"At the end of your turn, restore 8 Health to a damaged friendly character.",,Wild,FALSE,,4,7,4,1,1,0,0,FALSE,FALSE,30%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,38895,The Boogeymonster,Legendary,ToG,Neutral,1,0,15%,,Minion,,6,7,"Whenever this attacks and kills a minion, gain +2/+2.",,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,85%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,39119,Soggoth the Slitherer,Legendary,ToG,Neutral,1,0,35%,,Minion,,5,9,Taunt Can't be targeted by spells or Hero Powers.,UntargetableTaunt,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,65%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,38857,C'Thun,Legendary,ToG,Neutral,1,0,35%,,Minion,,6,6,Battlecry: Deal damage equal to this minion's Attack randomly split among all enemies.,Battlecry,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,65%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,38943,"Deathwing, Dragonlord",Legendary,ToG,Neutral,1,0,55%,,Minion,Dragon,12,12,Deathrattle: Put all Dragons from your hand into the battlefield.,Deathrattle,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,45%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,38496,"N'Zoth, the Corruptor",Legendary,ToG,Neutral,1,0,90%,,Minion,,5,7,Battlecry: Summon your Deathrattle minions that died this game.,Battlecry,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,10%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,38312,"Y'Shaarj, Rage Unbound",Legendary,ToG,Neutral,1,0,75%,,Minion,,10,10,"At the end of your turn, put a minion from your deck into the battlefield.",,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,25%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,38505,"Yogg-Saron, Hope's End",Legendary,ToG,Neutral,1,0,40%,,Minion,,7,5,Battlecry: Cast a random spell for each spell you've cast this game (targets chosen randomly).,Battlecry,Wild,FALSE,,4,7,10,1,1,0,0,FALSE,FALSE,60%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,13879,Murloc Tinyfin,Common,LoE,Neutral,2,0,20%,20%,Minion,Murloc,1,1,,,Wild,FALSE,,1,6,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2882,Pit Snake,Common,LoE,Rogue,2,0,25%,25%,Minion,Beast,2,1,Poisonous,Poisonous,Wild,FALSE,,1,6,6,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,13335,Raven Idol,Common,LoE,Druid,2,0,75%,75%,Spell,,,,Choose One - Discover a minion; or Discover a spell.,Choose One,Wild,FALSE,,1,6,1,2,1,0,0,FALSE,FALSE,25%,25%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2899,Sacred Trial,Common,LoE,Paladin,2,0,5%,0%,Spell,,,,"Secret: After your opponent has at least 3 minions and plays another, destroy it.",Secret,Wild,FALSE,,1,6,4,2,1,0,0,FALSE,FALSE,95%,100%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2890,Tunnel Trogg,Common,LoE,Shaman,2,0,100%,100%,Minion,,1,3,"Whenever you Overload, gain +1 Attack per locked Mana Crystal.",,Wild,FALSE,,1,6,7,2,1,0,0,FALSE,FALSE,0%,0%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2879,Curse of Rafaam,Common,LoE,Warlock,2,0,15%,15%,Spell,,,,"Give your opponent a 'Cursed!' card. While they hold it, they take 2 damage on their turn.",,Wild,FALSE,,1,6,8,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2895,Dark Peddler,Common,LoE,Warlock,2,0,100%,100%,Minion,,2,2,Battlecry: Discover a 1-Cost card.,Battlecry,Wild,FALSE,,1,6,8,2,1,0,0,FALSE,FALSE,0%,0%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2893,Dart Trap,Common,LoE,Hunter,2,0,5%,0%,Spell,,,,"Secret: After an opposing Hero Power is used, deal 5 damage to a random enemy.",Secret,Wild,FALSE,,1,6,2,2,1,0,0,FALSE,FALSE,95%,100%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2918,Huge Toad,Common,LoE,Neutral,2,0,30%,30%,Minion,Beast,3,2,Deathrattle: Deal 1 damage to a random enemy.,Deathrattle,Wild,FALSE,,1,6,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2901,Jeweled Scarab,Common,LoE,Neutral,2,0,30%,30%,Minion,Beast,1,1,Battlecry: Discover a 3-Cost card.,Battlecry,Wild,FALSE,,1,6,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2878,Museum Curator,Common,LoE,Priest,2,0,75%,75%,Minion,,1,2,Battlecry: Discover a Deathrattle card.,Battlecry,Wild,FALSE,,1,6,5,2,1,0,0,FALSE,FALSE,25%,25%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2892,Desert Camel,Common,LoE,Hunter,2,0,35%,35%,Minion,Beast,2,4,Battlecry: Put a 1-Cost minion from each deck into the battlefield.,Battlecry,Wild,FALSE,,1,6,2,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2894,Fierce Monkey,Common,LoE,Warrior,2,0,70%,70%,Minion,Beast,3,4,Taunt,Taunt,Wild,FALSE,,1,6,9,2,1,0,0,FALSE,FALSE,30%,30%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2874,Forgotten Torch,Common,LoE,Mage,2,0,100%,70%,Spell,,,,Deal 3 damage. Shuffle a 'Roaring Torch' into your deck that deals 6 damage.,,Wild,FALSE,,1,6,3,2,1,0,0,FALSE,FALSE,0%,30%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2922,Mounted Raptor,Common,LoE,Druid,2,0,90%,90%,Minion,Beast,3,2,Deathrattle: Summon a random 1-Cost minion.,Deathrattle,Wild,FALSE,,1,6,1,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2911,Gorillabot A-3,Common,LoE,Neutral,2,0,20%,20%,Minion,Mech,3,4,"Battlecry: If you control another Mech, Discover a Mech.",Battlecry,Wild,FALSE,,1,6,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2889,Keeper of Uldaman,Common,LoE,Paladin,2,0,70%,70%,Minion,,3,4,Battlecry: Set a minion's Attack and Health to 3.,Battlecry,Wild,FALSE,,1,6,4,2,1,0,0,FALSE,FALSE,30%,30%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2888,Rumbling Elemental,Common,LoE,Shaman,2,0,25%,25%,Minion,Elemental,2,6,"After you play a Battlecry minion, deal 2 damage to a random enemy.",,Wild,FALSE,,1,6,7,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2884,Tomb Pillager,Common,LoE,Rogue,2,0,75%,75%,Minion,,5,4,Deathrattle: Add a Coin to your hand.,Deathrattle,Wild,FALSE,,1,6,6,2,1,0,0,FALSE,FALSE,25%,25%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2919,Tomb Spider,Common,LoE,Neutral,2,0,25%,25%,Minion,Beast,3,3,Battlecry: Discover a Beast.,Battlecry,Wild,FALSE,,1,6,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2933,Anubisath Sentinel,Common,LoE,Neutral,2,0,20%,20%,Minion,,4,4,Deathrattle: Give a random friendly minion +3/+3.,Deathrattle,Wild,FALSE,,1,6,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2875,Ethereal Conjurer,Common,LoE,Mage,2,0,95%,95%,Minion,,6,3,Battlecry: Discover a spell.,Battlecry,Wild,FALSE,,1,6,3,2,1,0,0,FALSE,FALSE,5%,5%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
